OBJECTID,Suburbs and Localities 2021 code,Suburbs and Localities 2021 name,Area in square kilometres,Uniform Resource Identifier,Usual Resident Population,IRSAD Score,IRSAD Rank within Australia,IRSAD Rank within Australia - Decile,IRSAD Rank within Australia - Percentile,IRSAD Rank within State or Territory,IRSAD Rank within State or Territory - Decile,IRSAD Rank within State or Territory - Percentile,IRSAD Minimum Score,IRSAD Maximum Score,IRSAD Per Cent of Usual Resident Population Without a Score,IRSD Score,IRSD Rank within Australia,IRSD Rank within Australia - Decile,IRSD Rank within Australia - Percentile,IRSD Rank within State or Territory,IRSD Rank within State or Territory - Decile,IRSD Rank within State or Territory - Percentile,IRSD Minimum Score,IRSD Maximum Score,IRSD Per Cent of Usual Resident Population Without a Score,IEO Score,IEO Rank within Australia,IEO Rank within Australia - Decile,IEO Rank within Australia - Percentile,IEO Rank within State or Territory,IEO Rank within State or Territory - Decile,IEO Rank within State or Territory - Percentile,IEO Minimum Score,IEO Maximum Score,IEO Per Cent of Usual Resident Population Without a Score,IER Score,IER Rank within Australia,IER Rank within Australia - Decile,IER Rank within Australia - Percentile,IER Rank within State or Territory,IER Rank within State or Territory - Decile,IER Rank within State or Territory - Percentile,IER Minimum Score,IER Maximum Score,IER Per Cent of Usual Resident Population Without a Score,Suburbs and Localities (SAL) Aggregation Quality Flag,globalid,Shape__Area,Shape__Length
9002,31512,Keperra,5.1078,https://linked.data.gov.au/dataset/asgsed3/SAL/31512,7014,996.0110211,8029,6,56,2079,7,68,926.0947771,1077.673583,0.04904477,993.5749451,5499,4,39,1450,5,48,875.5487323,1084.745959,0.04904477,1032.981614,11059,8,77,2717,9,89,950.3466412,1107.183965,0.04904477,976.100802,3479,3,25,846,3,28,851.4589358,1072.894538,0.04904477,,514bf6af-5c7c-4dbc-8173-96c28a192313,0.000466136,0.135149493
9003,31513,Kepnock,3.1905,https://linked.data.gov.au/dataset/asgsed3/SAL/31513,4501,874.5269537,1076,1,8,351,2,12,824.5122068,1012.466978,0,908.2614519,1430,1,10,438,2,15,850.5653093,1037.483161,0,866.4706153,936,1,7,316,2,11,821.6254289,970.3421666,0,927.8972624,1455,2,11,406,2,14,870.7555358,1073.808555,0,,ef5c3d31-98c2-49b4-b437-e81884b6b9ae,0.00028503,0.098567637
9004,31514,Keppel Sands,10.6666,https://linked.data.gov.au/dataset/asgsed3/SAL/31514,374,900.9201081,1782,2,13,547,2,18,897.5919896,944.5386314,0,937.3871193,2308,2,16,677,3,22,934.8822335,970.2163045,0,876.6008182,1222,1,9,419,2,14,872.2798765,933.2313421,0,957.7759298,2536,2,18,673,3,22,957.2621998,964.5089062,0,,271d29e6-b66f-4f81-9daf-9209d5a8bc45,0.0009418,0.16909287
9005,31515,Keriri Island,15.6029,https://linked.data.gov.au/dataset/asgsed3/SAL/31515,261,812.8536722,333,1,3,85,1,3,812.8536722,812.8536722,0,738.393021,226,1,2,38,1,2,738.393021,738.393021,0,891.3380975,1733,2,12,612,2,20,891.3380975,891.3380975,0,680.1128015,166,1,2,32,1,2,680.1128015,680.1128015,0,,7ace0961-17fb-4793-b4fd-424c7a57ceb3,0.001288809,0.215609572
9006,31516,Kerry,104.7647,https://linked.data.gov.au/dataset/asgsed3/SAL/31516,306,984.4717138,7080,5,49,1881,7,61,984.4717138,984.4717138,0,1016.483041,7355,6,51,1881,7,61,1016.483041,1016.483041,0,994.9145302,8399,6,58,2310,8,75,994.9145302,994.9145302,0,1041.689839,8744,7,61,2005,7,66,1041.689839,1041.689839,0,,ff19a412-f3df-478b-a6d7-f956bb3d4ed3,0.009621144,0.671000722
9007,31517,Kewarra Beach,5.5506,https://linked.data.gov.au/dataset/asgsed3/SAL/31517,6133,1010.729279,9248,7,64,2303,8,75,956.8108859,1082.494929,0,1040.044566,9518,7,66,2354,8,77,982.4021196,1119.57619,0,995.8454539,8466,6,59,2318,8,76,927.7682059,1084.346193,0,1041.448656,8732,7,61,2001,7,65,995.2725981,1143.008468,0,,da2fe437-38a6-4974-9c60-de045ec02d06,0.000470489,0.111479037
9008,31518,Keysland,11.5882,https://linked.data.gov.au/dataset/asgsed3/SAL/31518,19,858.3078883,721,1,5,218,1,8,858.3078883,858.3078883,0,885.906795,1006,1,7,297,1,10,885.906795,885.906795,0,875.6326731,1182,1,9,402,2,14,875.6326731,875.6326731,0,946.1954035,2072,2,15,564,2,19,946.1954035,946.1954035,0,1,b3d9fc6d-a6bd-4656-afb6-dfc097922f6d,0.00104663,0.148685724
9009,31519,Kholo,39.4023,https://linked.data.gov.au/dataset/asgsed3/SAL/31519,374,1075.175962,13163,10,92,2941,10,96,1075.175962,1075.175962,0,1085.389518,13285,10,92,2945,10,96,1085.389518,1085.389518,0,1068.979875,12719,9,88,2890,10,94,1068.979875,1068.979875,0,1109.966583,13524,10,94,2938,10,96,1109.966583,1109.966583,0,,62e605d1-06e6-4bb3-be70-ac6de247c038,0.003598925,0.452537793
9010,31520,Khosh Bulduk,257.3951,https://linked.data.gov.au/dataset/asgsed3/SAL/31520,60,1036.385787,11150,8,78,2645,9,86,1036.385787,1036.385787,0,1037.588587,9280,7,65,2302,8,75,1037.588587,1037.588587,0,1011.58999,9591,7,67,2490,9,81,1011.58999,1011.58999,0,1109.697235,13513,10,94,2932,10,96,1109.697235,1109.697235,0,1,af7d9bd8-1ff2-444e-b26b-aa98c1dffba5,0.022669748,0.749528556
9011,31521,Kia Ora (Qld),22.3932,https://linked.data.gov.au/dataset/asgsed3/SAL/31521,218,901.8307559,1806,2,13,557,2,19,901.8307559,901.8307559,0,924.1777748,1796,2,13,547,2,18,924.1777748,924.1777748,0,917.5430607,3007,3,21,996,4,33,917.5430607,917.5430607,0,976.4091017,3504,3,25,853,3,28,976.4091017,976.4091017,0,1,d8dd83c2-0f1b-4593-8593-1c2c92a43e65,0.002019164,0.325874894
9012,31522,Kiamba,16.4813,https://linked.data.gov.au/dataset/asgsed3/SAL/31522,191,956.2399758,4712,4,33,1320,5,43,952.9320929,994.2007123,0,970.262375,3809,3,27,1029,4,34,965.1404748,1029.040483,0,947.417442,4953,4,35,1537,5,50,945.1210063,973.7709711,0,992.67748,4568,4,32,1088,4,36,987.2753634,1054.671308,0,1,18eb54bd-3a66-41b1-b730-2d1281efcc4b,0.001493149,0.260094081
9013,31523,Kianga (Qld),423.1611,https://linked.data.gov.au/dataset/asgsed3/SAL/31523,219,1014.785852,9537,7,66,2374,8,77,1000.362444,1032.078481,0,1047.714975,10181,8,71,2469,9,81,1025.237277,1074.66412,0,988.48183,7924,6,55,2229,8,73,982.1625501,993.7526046,0,1063.49686,10586,8,74,2390,8,78,1022.476535,1112.677281,0,1,50f399af-22df-4172-92b7-9559f78d15e3,0.03775003,1.185049483
9014,31524,Kidaman Creek,27.78,https://linked.data.gov.au/dataset/asgsed3/SAL/31524,125,973.1422029,6084,5,43,1670,6,55,973.1422029,973.1422029,0,993.4123518,5483,4,38,1448,5,47,993.4123518,993.4123518,0,1006.178153,9224,7,64,2421,8,79,1006.178153,1006.178153,0,1002.48256,5322,4,37,1236,5,41,1002.48256,1002.48256,0,1,ccaa83c0-6f33-4e71-bdec-30a45bc844c6,0.002518251,0.24880439
9015,31525,Kiels Mountain,4.6356,https://linked.data.gov.au/dataset/asgsed3/SAL/31525,714,1049.543215,12014,9,84,2773,9,90,1046.01313,1057.747395,0,1077.150493,12758,9,89,2890,10,94,1074.624997,1083.019934,0,1025.543388,10575,8,73,2659,9,87,1023.296606,1030.765076,0,1085.924661,12421,9,86,2752,9,90,1060.29261,1096.953591,0,,de974389-b53f-47d1-88a8-a1038bb684d2,0.000420244,0.112197688
9016,31526,Kilbirnie,31.8176,https://linked.data.gov.au/dataset/asgsed3/SAL/31526,68,963.1882813,5268,4,37,1484,5,49,963.1882813,963.1882813,0,1007.888133,6609,5,46,1706,6,56,1007.888133,1007.888133,0,928.3005454,3627,3,26,1193,4,39,928.3005454,928.3005454,0,1051.772881,9625,7,67,2199,8,72,1051.772881,1051.772881,0,1,66518027-6465-4084-9310-8c24bd1cef5c,0.002899028,0.277623347
9017,31527,Kilcoy,3.3116,https://linked.data.gov.au/dataset/asgsed3/SAL/31527,1996,882.3123845,1262,1,9,405,2,14,839.2838698,930.6657856,0,915.8623756,1587,2,11,481,2,16,871.1724059,969.0595992,0,848.8330159,564,1,4,198,1,7,813.5515975,902.5425916,0,961.0915824,2702,2,19,702,3,23,941.0144528,998.519532,0,,582eb23b-3ed6-45aa-bcbd-e0d41055e00e,0.000300974,0.098919848
9018,31528,Kilcummin,2236.0249,https://linked.data.gov.au/dataset/asgsed3/SAL/31528,228,1049.802733,12036,9,84,2776,10,91,1049.802733,1049.802733,0,1072.792418,12471,9,87,2858,10,93,1072.792418,1072.792418,0,1017.633878,10046,7,70,2553,9,83,1017.633878,1017.633878,0,1083.456861,12211,9,85,2695,9,88,1083.456861,1083.456861,0,1,2ec7e1c2-be17-40af-b4a7-416ea54ba5e8,0.195988246,2.354545819
9019,31529,Kilkivan,156.8619,https://linked.data.gov.au/dataset/asgsed3/SAL/31529,689,884.3162514,1313,1,10,425,2,14,841.666198,954.3984054,0,911.0493503,1481,2,11,450,2,15,866.500998,984.2507707,0,899.355061,2056,2,15,714,3,24,862.0789283,960.6068406,0,945.3041041,2043,2,15,556,2,19,921.5092013,984.4036574,0,,fe29404d-aef2-4894-9de8-525180f00c89,0.014150837,0.77953089
9020,31530,Killaloe,20.0168,https://linked.data.gov.au/dataset/asgsed3/SAL/31530,124,1031.515378,10823,8,75,2595,9,85,1031.515378,1031.515378,0,1069.145438,12213,9,85,2815,10,92,1069.145438,1069.145438,0,996.4171123,8507,6,59,2329,8,76,996.4171123,996.4171123,0,1080.594207,12013,9,84,2661,9,87,1080.594207,1080.594207,0,1,36c20c64-1f4e-4004-9cf4-d91e6327ac15,0.001694094,0.21092945
9021,31531,Killarney (Qld),78.2719,https://linked.data.gov.au/dataset/asgsed3/SAL/31531,918,879.2811534,1165,1,9,377,2,13,856.3270911,941.0791812,0,922.6855003,1755,2,13,540,2,18,897.9024193,981.8669463,0,846.1014873,529,1,4,187,1,7,808.5541628,924.7986279,0,947.1368555,2123,2,15,580,2,19,927.1331906,978.7153161,0,,3a2fa2a9-e9f7-4924-ad55-bbc746830eda,0.007203296,0.50462382
9022,31532,Kilmorey Falls,1139.3664,https://linked.data.gov.au/dataset/asgsed3/SAL/31532,23,1072.469504,13060,10,91,2923,10,95,1072.469504,1072.469504,0,1060.781431,11475,8,80,2678,9,87,1060.781431,1060.781431,0,1114.557741,13853,10,96,3012,10,98,1114.557741,1114.557741,0,1112.287639,13607,10,95,2946,10,96,1112.287639,1112.287639,0,1,e0b0be47-f492-4eae-b1f1-1137d406b23c,0.102822907,2.195794782
9023,31533,Kimberley (Qld),37.3724,https://linked.data.gov.au/dataset/asgsed3/SAL/31533,28,948.2274513,4164,3,29,1193,4,39,948.2274513,948.2274513,0,967.3947655,3650,3,26,983,4,32,967.3947655,967.3947655,0,971.8152047,6723,5,47,1956,7,64,971.8152047,971.8152047,0,953.2605821,2339,2,17,632,3,21,953.2605821,953.2605821,0,1,7269b94b-274c-4db1-be8e-dc2f379a1cac,0.003159375,0.332446385
9024,31534,Kin Kin,98.5726,https://linked.data.gov.au/dataset/asgsed3/SAL/31534,844,948.7627776,4191,3,29,1207,4,40,945.1136639,957.4972024,0,964.8472556,3496,3,25,935,4,31,961.6988094,972.3832956,0,1000.087653,8775,7,61,2361,8,77,992.567175,1003.229597,0,997.8059211,4959,4,35,1161,4,38,986.6625516,1024.478404,0,,18322947-134c-4ec3-a275-7f93687e50eb,0.008906106,0.547377533
9025,31535,Kin Kora,1.9079,https://linked.data.gov.au/dataset/asgsed3/SAL/31535,2396,936.1181936,3360,3,24,992,4,33,847.0121188,1008.565346,0,970.9828039,3865,3,27,1041,4,34,850.0202981,1044.717214,0,904.3000966,2311,2,16,807,3,27,802.3786232,971.0612372,0,982.1357988,3842,3,27,938,4,31,881.4335311,1017.079784,0,,99827863-7852-41ee-b584-db83a136f5a6,0.000169151,0.059666832
9026,31536,Kinbombi,114.6119,https://linked.data.gov.au/dataset/asgsed3/SAL/31536,34,1004.209961,8730,7,61,2206,8,72,1004.209961,1004.209961,0,1014.007129,7130,5,50,1829,6,60,1014.007129,1014.007129,0,1008.508456,9386,7,65,2449,8,80,1008.508456,1008.508456,0,1033.338918,8005,6,56,1879,7,61,1033.338918,1033.338918,0,1,415afe95-2c5d-4a33-9281-6d48e6a03a0b,0.010351827,0.643715356
9027,31537,Kinchant Dam,36.5881,https://linked.data.gov.au/dataset/asgsed3/SAL/31537,183,978.9539871,6578,5,46,1782,6,58,978.9539871,978.9539871,0,1010.928584,6894,5,48,1772,6,58,1010.928584,1010.928584,0,925.6636655,3495,3,25,1146,4,38,925.6636655,925.6636655,0,1062.398683,10495,8,73,2369,8,77,1062.398683,1062.398683,0,1,7a8a2ebc-6ca4-4590-9442-0643abc13d09,0.003182997,0.291330377
9028,31538,Kincora,76.9329,https://linked.data.gov.au/dataset/asgsed3/SAL/31538,71,970.5337736,5851,5,41,1621,6,53,970.5337736,970.5337736,0,991.7507761,5324,4,37,1400,5,46,991.7507761,991.7507761,0,967.1823247,6389,5,45,1871,7,61,967.1823247,967.1823247,0,1023.122234,7013,5,49,1647,6,54,1023.122234,1023.122234,0,1,3ee2050b-ea55-4570-9f2e-ea758463ddc2,0.007045387,0.513481109
9029,31539,Kindon,610.0736,https://linked.data.gov.au/dataset/asgsed3/SAL/31539,20,1069.090901,12911,9,90,2901,10,95,1069.090901,1069.090901,0,1091.041069,13555,10,94,2983,10,97,1091.041069,1091.041069,0,1081.468279,13139,10,91,2941,10,96,1081.468279,1081.468279,0,1074.163632,11506,8,80,2566,9,84,1074.163632,1074.163632,0,1,7d04b74c-ed0f-4a2d-b7e2-0ea3f5bbd7ea,0.056023044,1.198319589
9030,31540,King Scrub,14.3126,https://linked.data.gov.au/dataset/asgsed3/SAL/31540,363,1070.444691,12980,9,90,2909,10,95,1070.444691,1070.444691,0,1089.625438,13485,10,94,2964,10,97,1089.625438,1089.625438,0,1028.277235,10757,8,75,2686,9,88,1028.277235,1028.277235,0,1144.120949,14231,10,99,3055,10,100,1144.120949,1144.120949,0,,e9110bed-07e6-4c80-a409-433d17518368,0.00130334,0.199311268
9031,31541,Kingaham,205.8324,https://linked.data.gov.au/dataset/asgsed3/SAL/31541,21,943.3465021,3848,3,27,1085,4,36,943.3465021,943.3465021,0,973.8584201,4044,3,28,1094,4,36,973.8584201,973.8584201,0,955.0260563,5487,4,38,1674,6,55,955.0260563,955.0260563,0,988.3285731,4298,3,30,1044,4,34,988.3285731,988.3285731,0,1,2c56fc7d-3873-42d1-9964-cb57808081c4,0.018641826,0.716074027
9032,31542,Kingaroy,68.3884,https://linked.data.gov.au/dataset/asgsed3/SAL/31542,10266,900.6323051,1780,2,13,546,2,18,793.9098925,1035.637281,0,924.3029182,1803,2,13,549,2,18,773.4219653,1115.443335,0,899.0359115,2038,2,15,709,3,23,807.3305039,1000.220358,0,937.2954821,1760,2,13,480,2,16,787.9934851,1114.259141,0,,df63f106-a0d9-416a-823a-c5df06bab3d8,0.006193287,0.455017261
9033,31543,Kings Beach,0.6782,https://linked.data.gov.au/dataset/asgsed3/SAL/31543,3042,967.8176079,5673,4,40,1573,6,52,923.6666128,1018.411859,0,985.7616355,4847,4,34,1279,5,42,954.7744353,1054.956013,0,987.4181404,7858,6,55,2201,8,72,933.6025665,1013.359582,0,924.3546063,1349,1,10,375,2,13,898.8114229,977.5589173,0,,74538953-5a72-4ab3-8ef6-10023b5a0977,6.15864551036793E-05,0.040610506
9034,31544,Kings Creek,34.8922,https://linked.data.gov.au/dataset/asgsed3/SAL/31544,55,1000.023954,8356,6,58,2145,7,70,1000.023954,1000.023954,0,1026.331871,8231,6,57,2097,7,69,1026.331871,1026.331871,0,1010.826142,9544,7,66,2476,9,81,1010.826142,1010.826142,0,1070.836022,11178,8,78,2486,9,81,1070.836022,1070.836022,0,1,730fa6d5-0ade-401e-a2a0-2c32903deb62,0.003198052,0.305848131
9035,31545,Kings Siding,5.4669,https://linked.data.gov.au/dataset/asgsed3/SAL/31545,15,1008.049625,9039,7,63,2272,8,74,1008.049625,1008.049625,0,1030.240294,8626,6,60,2157,7,70,1030.240294,1030.240294,0,1006.043493,9217,7,64,2418,8,79,1006.043493,1006.043493,0,1049.985782,9464,7,66,2149,7,70,1049.985782,1049.985782,0,1,a1d905b9-c2df-44dd-9f4e-e39e403e483f,0.000499084,0.107336757
9036,31546,Kingsholme,20.0924,https://linked.data.gov.au/dataset/asgsed3/SAL/31546,782,1114.974168,13982,10,97,3036,10,99,983.9652891,1163.641199,0,1098.956594,13858,10,96,3015,10,98,1028.198853,1125.241601,0,1056.584952,12239,9,85,2851,10,93,980.118226,1084.990725,0,1195.766551,14459,10,100,3082,10,100,1067.169205,1243.537748,0,,be860e80-d2a3-4cef-99d3-721937747a54,0.001840374,0.27374965
9037,31547,Kingsthorpe,45.6179,https://linked.data.gov.au/dataset/asgsed3/SAL/31547,2159,945.0141109,3936,3,28,1121,4,37,889.5793017,1051.328681,0,994.6048959,5594,4,39,1470,5,48,945.5889858,1117.141616,0,896.0454222,1918,2,14,680,3,23,848.2564253,1006.043493,0,1036.237855,8256,6,58,1927,7,63,997.9835282,1171.040537,0,,2be471c2-c760-44a0-8e3c-e3e5ea965bac,0.00416608,0.438763061
9038,31548,Kingston (Qld),6.8071,https://linked.data.gov.au/dataset/asgsed3/SAL/31548,10506,799.2309856,279,1,2,68,1,3,708.666102,905.583037,0.00228441,772.4206354,285,1,2,58,1,2,636.8097967,903.3047621,0.00228441,827.2370405,310,1,3,97,1,4,769.4450935,1001.247027,0.00095184,849.7445849,415,1,3,100,1,4,746.2543797,971.2116192,0.00228441,,dc5e752f-711e-4ba7-9282-51f0c0531f01,0.000622547,0.196362963
9039,31549,Kinka Beach,7.4056,https://linked.data.gov.au/dataset/asgsed3/SAL/31549,674,894.3054596,1553,2,11,491,2,16,894.3054596,894.3054596,0,928.9877894,1984,2,14,598,2,20,928.9877894,928.9877894,0,870.1951738,1027,1,8,348,2,12,870.1951738,870.1951738,0,924.7664718,1360,1,10,377,2,13,924.7664718,924.7664718,0,,fc9e0dc0-0613-45eb-ba06-735dc73f8410,0.000653326,0.143779519
9040,31550,Kinkuna,124.4155,https://linked.data.gov.au/dataset/asgsed3/SAL/31550,105,921.6742031,2601,2,18,766,3,25,921.6742031,921.6742031,0,935.7847572,2236,2,16,662,3,22,935.7847572,935.7847572,0,888.8841375,1621,2,12,568,2,19,888.8841375,888.8841375,0,990.5990389,4407,4,31,1064,4,35,990.5990389,990.5990389,0,1,50c569b6-43b2-4aae-a7d9-9021d3969986,0.011127156,0.600920878
9041,31551,Kinleymore,47.9499,https://linked.data.gov.au/dataset/asgsed3/SAL/31551,69,858.3078883,722,1,5,219,1,8,858.3078883,858.3078883,0,885.906795,1007,1,7,298,1,10,885.906795,885.906795,0,875.6326731,1183,1,9,403,2,14,875.6326731,875.6326731,0,946.1954035,2073,2,15,565,2,19,946.1954035,946.1954035,0,1,1458c9d4-1ce7-4fb9-8fce-9abfdd9287a4,0.004329489,0.36750827
9042,31552,Kinnoul,811.6801,https://linked.data.gov.au/dataset/asgsed3/SAL/31552,80,1064.688494,12725,9,88,2879,10,94,1064.688494,1064.688494,0,1090.504486,13530,10,94,2974,10,97,1090.504486,1090.504486,0,1024.444074,10508,8,73,2635,9,86,1024.444074,1024.444074,0,1098.589182,13070,10,91,2871,10,94,1098.589182,1098.589182,0,1,dceed30c-38b5-4458-a25d-6726c8df473f,0.072976844,1.478881177
9043,31553,Kioma,301.5444,https://linked.data.gov.au/dataset/asgsed3/SAL/31553,32,1016.273579,9681,7,67,2396,8,78,1016.273579,1016.273579,0,1014.868369,7213,5,50,1848,6,60,1014.868369,1014.868369,0,1029.403425,10831,8,75,2692,9,88,1029.403425,1029.403425,0,1013.446284,6212,5,43,1460,5,48,1013.446284,1013.446284,0,1,854c9fb7-b9cc-407f-9892-0240e9b285db,0.027718345,0.871144001
9044,31554,Kippa-Ring,5.5697,https://linked.data.gov.au/dataset/asgsed3/SAL/31554,9745,903.8167003,1867,2,13,569,2,19,789.3446601,1068.098134,0,928.4155062,1966,2,14,590,2,20,767.8328539,1053.733063,0,897.3063563,1980,2,14,694,3,23,860.8967129,1010.639168,0,941.8622898,1930,2,14,530,2,18,777.5058892,1070.873793,0,,ee044f5f-2c73-4d76-be8f-5c720bace141,0.000507436,0.117302272
9045,31555,Kirknie,393.1799,https://linked.data.gov.au/dataset/asgsed3/SAL/31555,70,998.1285451,8187,6,57,2104,7,69,998.1285451,998.1285451,0,1038.744434,9370,7,65,2317,8,76,1038.744434,1038.744434,0,954.9083026,5474,4,38,1667,6,55,954.9083026,954.9083026,0,1058.332512,10173,8,71,2313,8,76,1058.332512,1058.332512,0,1,ca2b41fc-37d6-4e40-9916-ddc7e0961f3c,0.033909318,1.002382151
9046,31556,Kirkwood,8.4571,https://linked.data.gov.au/dataset/asgsed3/SAL/31556,2513,984.1104373,7042,5,49,1874,7,61,984.1104373,984.1104373,0,1014.115705,7147,5,50,1833,6,60,1014.115705,1014.115705,0,946.2347406,4870,4,34,1520,5,50,946.2347406,946.2347406,0,1047.808174,9279,7,65,2097,7,68,1047.808174,1047.808174,0,,e9b4b8b6-c0f3-44ed-9fe4-b39d984d4473,0.000749862,0.175735548
9047,31557,Kirrama,816.0307,https://linked.data.gov.au/dataset/asgsed3/SAL/31557,3,869.2442289,949,1,7,310,2,11,869.2442289,869.2442289,0,853.8208629,630,1,5,179,1,6,853.8208629,853.8208629,0,949.5386872,5078,4,36,1580,6,52,949.5386872,949.5386872,0,879.9742428,604,1,5,137,1,5,879.9742428,879.9742428,0,1,a2b7ccfd-0727-4ad8-889c-3d8ff187b3a4,0.0696923,2.027837625
9048,31558,Kirwan,11.7102,https://linked.data.gov.au/dataset/asgsed3/SAL/31558,20780,944.2886013,3892,3,27,1103,4,36,663.3264874,1150.799447,0,972.0708213,3928,3,28,1061,4,35,561.3414881,1159.008185,0,935.2248515,4115,3,29,1347,5,44,799.677871,1179.067361,0,978.7975521,3641,3,26,906,3,30,680.8838627,1180.030017,0,,b0108c87-2c8c-4443-90ac-195f262170e3,0.00100656,0.177991673
9049,31559,Kitoba,33.2302,https://linked.data.gov.au/dataset/asgsed3/SAL/31559,17,948.0098669,4146,3,29,1186,4,39,948.0098669,948.0098669,0,976.2343584,4172,3,29,1122,4,37,976.2343584,976.2343584,0,943.5167213,4666,4,33,1472,5,48,943.5167213,943.5167213,0,1026.201897,7283,6,51,1699,6,56,1026.201897,1026.201897,0,1,5f0811af-1510-4b12-ab40-857f36432d52,0.002997364,0.298952193
9050,31560,Kleinton,13.28,https://linked.data.gov.au/dataset/asgsed3/SAL/31560,2205,1053.046745,12223,9,85,2798,10,91,1024.647028,1072.957992,0,1080.683126,12998,9,90,2917,10,95,1050.270077,1102.953303,0,1027.845673,10725,8,74,2682,9,87,1004.597848,1054.238292,0,1088.221662,12553,9,87,2781,10,91,1033.520567,1121.357501,0,,57d9a1ee-8b35-4f02-921a-2a06ee2fa7f8,0.001211961,0.172044946
9051,31561,Knapp Creek,85.0439,https://linked.data.gov.au/dataset/asgsed3/SAL/31561,59,975.6393993,6291,5,44,1706,6,56,975.6393993,975.6393993,0,992.4060472,5403,4,38,1429,5,47,992.4060472,992.4060472,0,1018.292988,10105,7,70,2575,9,84,1018.292988,1018.292988,0,1021.235311,6862,5,48,1612,6,53,1021.235311,1021.235311,0,1,5df14fc8-ae8d-4f33-95e8-d7e18e8a10cf,0.007810984,0.477571545
9052,31562,Koah,225.312,https://linked.data.gov.au/dataset/asgsed3/SAL/31562,676,955.7747814,4690,4,33,1316,5,43,955.7747814,955.7747814,0,986.158948,4885,4,34,1283,5,42,986.158948,986.158948,0,953.8553724,5401,4,38,1636,6,53,953.8553724,953.8553724,0,1025.433923,7201,5,50,1679,6,55,1025.433923,1025.433923,0,,aedb8fbd-ccfb-4aab-bd6d-2e2233e6af5f,0.01911007,0.865775905
9053,31563,Kobble Creek,52.6205,https://linked.data.gov.au/dataset/asgsed3/SAL/31563,654,1072.24771,13054,10,91,2921,10,95,1070.115396,1085.260903,0,1095.814887,13770,10,96,3004,10,98,1093.758198,1108.366555,0,1027.526825,10708,8,74,2675,9,87,1025.346876,1040.830727,0,1133.125417,14085,10,98,3021,10,98,1131.72607,1133.35471,0,,cbde6026-79c5-460f-87b8-4b9c40261cf2,0.004795711,0.376935578
9054,31564,Kogan,625.2784,https://linked.data.gov.au/dataset/asgsed3/SAL/31564,211,845.2065917,569,1,4,164,1,6,841.9287522,952.6863835,0,879.5762867,914,1,7,267,1,9,876.6221979,976.4403492,0,834.8890542,392,1,3,128,1,5,831.6847733,939.9568712,0,926.0394199,1393,1,10,393,2,13,924.9681146,961.1673338,0,,1b3704ef-d6e3-4ad6-9987-d58bd4f80dcc,0.056896214,1.650697503
9055,31565,Kokotungo,781.2887,https://linked.data.gov.au/dataset/asgsed3/SAL/31565,89,1031.117849,10782,8,75,2580,9,84,1031.117849,1031.117849,0,1056.954287,11093,8,77,2614,9,85,1056.954287,1056.954287,0,1037.986017,11282,8,78,2739,9,89,1037.986017,1037.986017,0,1079.573709,11950,9,83,2650,9,86,1079.573709,1079.573709,0,1,239c5104-56ed-4a4b-8ecd-41cd7d7b2af5,0.069395176,1.436334628
9056,31566,Kolonga,144.9649,https://linked.data.gov.au/dataset/asgsed3/SAL/31566,33,865.4715499,859,1,6,276,1,9,865.4715499,865.4715499,0,843.2272942,559,1,4,143,1,5,843.2272942,843.2272942,0,928.0418126,3605,3,25,1183,4,39,928.0418126,928.0418126,0,916.6879502,1159,1,9,307,2,11,916.6879502,916.6879502,0,1,ee84da43-f9e5-410d-a624-cdc476bb54be,0.012941118,1.321420759
9057,31567,Koombooloomba,757.8964,https://linked.data.gov.au/dataset/asgsed3/SAL/31567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675572fa-ac80-4f8a-bf8f-a020cee10cd4,0.064591919,1.679604899
9058,31568,Koongal,3.5997,https://linked.data.gov.au/dataset/asgsed3/SAL/31568,4252,871.9070529,999,1,7,326,2,11,782.1518198,1009.410681,0,893.7303318,1143,1,8,349,2,12,735.5282135,1065.524566,0,863.5218144,879,1,7,298,1,10,828.9597422,944.1852628,0,914.5965246,1120,1,8,296,1,10,752.5180109,1108.458582,0,,0d07f3d5-a329-479a-8b4b-aafc33508cc4,0.000317907,0.099266276
9059,31569,Kooralbyn,87.4587,https://linked.data.gov.au/dataset/asgsed3/SAL/31569,1697,867.1417089,893,1,7,291,1,10,784.5935135,977.3275544,0,887.0878471,1024,1,8,308,1,10,779.771454,988.6428205,0,887.3154576,1556,2,11,542,2,18,828.3237116,937.7267307,0,959.0218122,2607,2,19,679,3,23,839.4689542,1076.894726,0,,88eeb703-01e3-49b2-ad12-ae492e43f7dc,0.008028662,0.428508992
9060,31570,Kooralgin,60.391,https://linked.data.gov.au/dataset/asgsed3/SAL/31570,47,938.2884228,3482,3,25,1017,4,33,938.2884228,938.2884228,0,970.9702423,3863,3,27,1039,4,34,970.9702423,970.9702423,0,933.4323253,3998,3,28,1300,5,43,933.4323253,933.4323253,0,1011.997044,6094,5,43,1426,5,47,1011.997044,1011.997044,0,1,54c1ac8a-2970-4030-adf4-2d3db3485e12,0.00548821,0.451731705
